ip,dns_name,cname,ports,sans
192.168.1.244,,,21;22;23;25;53;80;111;137;139;445;512;513;514;1099;1524;2049;2121;3306;3632;5432;5900;6000;6667;6697;8009;8180;8787;41755;42519;49727;50763,
